title,abstract,authors,year,doi,source,keywords,doc_type,citations,database,query
SSHOC-NL KG: Towards a Knowledge Graph for Social Sciences and Humanities,"Social Sciences and (Digital) Humanities (SSH) increasingly benefit from the online availability of datasets, services, and tools provided by their peers and governmental organizations. However, the fragmented and heterogeneous nature of the metadata makes it difficult to assess the complexity of replicating results and the potential reuse of various parts (methodology, tools, and data) for follow-up research. For example, a significant effort is required to check the access requirements and quality of the data and to check if the format is compatible with tools that a researcher is familiar with. This paper outlines the vision, structure, and objectives of the Social Science and Humanities Open Cloud for the Netherlands (SSHOC-NL), focusing on its role in building and leveraging a national SSH knowledge graph. By developing a unified data environment, semantic integration tools, and interactive Data Stories, this SSHOC-NL effort transforms disparate data into interconnected scientific knowledge. This work aims to equip Dutch researchers with the tools and skills necessary to navigate complex societal challenges through a rich, semantically linked data landscape, representing a critical step towards realizing the promise of the European Open Science Cloud (EOSC) within the Dutch SSH domain. © 2025 Copyright for this paper by its authors.","Valdestilhas, A.; Siebes, R.; Van Ossenbruggen, J.",2025,,CEUR Workshop Proceedings,Humanities; Knowledge Graph; Social Sciences; SSHOC-NL,Conference paper,0,Scopus,R1
Accelerating Drug Discovery through Semantic Data Integration and Machine Learning: From Biomedical Knowledge Graphs to Predictive Models,"We introduce two interoperable resources that facilitate semantic data integration and machine learning in biomedical research: the Med2RDF knowledge graph and the Tabulae dataset preparation system. Med2RDF transforms heterogeneous biomedical databases into RDF using a unified ontology and publishes them via the RDF Portal with SPARQL endpoints and FAIR-compliant metadata. It addresses key integration issues such as identifier heterogeneity and vocabulary inconsistency. Tabulae builds on this semantic infrastructure by enabling users to efficiently generate machine learning–ready tabular datasets from complex, RDF-based sources. It abstracts the complexities of querying and integrating diverse information, including compound and protein features, into a unified and readily usable format for machine learning algorithms. We demonstrate the utility of these resources through a case study on compound–protein interaction (CPI) prediction using Random Forest regression. This illustrates how semantic integration combined with machine learning can support efficient drug discovery, and highlights Tabulae's unique capability in bridging the gap between rich knowledge graphs and the data formats required by modern machine learning workflows. Together, Med2RDF and Tabulae provide a scalable and reusable framework for semantic data-driven research in biomedicine. © 2025 Copyright for this paper by its authors.","Katayama, T.; Kawashima, S.; Moriya, Y.; Kojima, R.; Koyama, T.; Kamada, M.",2025,,CEUR Workshop Proceedings,Knowledge graph; Machine learning; Med2RDF; RDF; SPARQL; Tabulae,Conference paper,0,Scopus,R1
From Strings to Semantics: A Graph-based Reranking Approach for Annotating Tables using Domain Ontologies,"As one of the most widely used data storage and exchange formats, tabular data can be challenging to be integrated, interpreted, and reused when they lacks accurate semantic annotations, particularly when data come from heterogeneous sources. However, the annotation process is often time-consuming and requires a deep understanding of the internal structure of the target ontology. Therefore, developing efficient and accurate semi-automatic or fully automatic annotation tools is very important. Most existing approaches often rely on textual similarity to match column headers to ontology terms, and fail to effectively leverage the rich relational semantics representation within the ontology. To address this issue, we propose a reranking approach that combines semantic similarity with ontology structure. Specifically, we first generate a set of candidate ontology terms based on semantic similarity. For each source table header and its candidate ontology terms, we construct subgraphs and train a lightweight Graph Neural Network (GNN) model on these graphs to learn structure-aware representations. These representations are then used to improve the ranking of candidate ontology terms. To validate our approach, we performe experiments on the OAEI dataset. The results demonstrate that our approach improves Hit@1 by 4% compared to a baseline model that only relies on lexical similarity. This result shows that learning on local subgraphs is a promising direction for ontology alignment and schema matching. © 2025 Copyright for this paper by its authors.","Liu, N.; Koubaa, M.-A.; Süss, W.; Hagenmeyer, V.",2025,,CEUR Workshop Proceedings,Graph Neural Networks; Information Retrieval; Natural Language Processing; Ontology Matching; Reranking; Semantic Annotation,Conference paper,0,Scopus,R1
Semantic Interpretation in Job Recommendations: Ontology-Driven Resume Parsing for Personalized Job Recommendation Systems,"In this study, an ontology-based Hybrid Job Recommendation System (HJRS) has been proposed to facilitate job seekers in finding the right positions and employers in identifying the most suitable candidates in a complex and dynamic job market. This system has been developed to better meet the needs inadequately addressed by traditional job recommendation systems (JRS), by combining both syntactic and semantic approaches. HJRS consists of three main components: (1) Resume Recommender System Ontology—RRSO, (2) Ontology-Based Resume Text Parsing Module (OntRTPM), and (3) System Database. While RRSO is used to semantically interpret job postings and candidate information, OntRTPM extracts the necessary personal information, educational background, work experiences, and skills from candidates' resumes. The candidate extracted data is saved in the appropriate field of the system database, and an OWL file is created for the candidate. The system operates through four main steps: (1) preprocessing, (2) feature processing, (3) ontology matching and labelling, and (4) saving structured resume data. In the preprocessing stage, data is cleaned and normalized; in the feature processing stage, concept extraction and semantic matching operations are performed. As a result of these processes, candidates' resumes are stored in both OWL file and the relevant tables in the system database. The dataset used consists of 100 anonymized Turkish resumes randomly selected from the database of Kariyer.Net, a large career company in Turkey. OntRTPM has been subjected to accuracy and reliability tests by extracting information from these resumes. The system aims to significantly improve job search and recruitment processes by providing more accurate and effective recommendations for both job seekers and employers in the job market. Future work will include expanding the resume dataset and further optimizing system performance. © 2025, Eduem - Editora da Universidade Estadual de Maringa. All rights reserved.","Ertugrul, D.Ç.; Bitirim, S.",2025,10.4025/actascitechnol.v47i1.72998,Acta Scientiarum - Technology,information extraction; Job recommendation systems; ontology; semantic web; text parsing,Article,0,Scopus,R1
Semantic Conflict Resolution for Access and Usage Control,"Considering the use case when organisations acquire data from third parties and must align their processing to access and usage constraints set forth by the data providers, this paper targets a twofold goal: to allow for semantic interoperability of policies defined by different parties, and to allow for semantic conflict identification between these policies, and provide the means for their comprehensive resolution. In this context, the policy engine of goodFlows, a semantic access and usage control framework, has been adapted in order to incorporate the mechanisms for the semantic alignment of its information model with standardised ontologies, as well as for effectively identifying and resolving conflicts between heterogeneous policies. To this end, the main results of this paper are: an ontology-import mechanism that automatically aligns organisational information models with standard vocabularies such as DPV and ODRL; a bi-directional ODRL adaptor that translates ODRL structures into semantic attribute-based access and usage control rules and vice versa; and an enhanced Policy Decision Point (PDP) that applies jurisprudential precedence principles and is able to identify conflicts in complex settings and propose appropriate resolutions. © 2025 Copyright for this paper by its authors.","Papagiannakopoulou, E.I.; Dellas, N.L.; Lioudakis, G.V.; Koukovini, M.N.; Mousas, A.",2025,,CEUR Workshop Proceedings,Access and usage control; ontology alignment; policy conflict resolution; W3C DPV; W3C ODRL,Conference paper,0,Scopus,R1
A Framework for Semantic Identifier Resolution and LLM Grounding in Engineering Systems,"The digital transformation of engineering systems demands scalable and precise identifier management. Information about a single asset is often fragmented across numerous systems and organizational boundaries, with each context using its own identifiers. This paper addresses this challenge by introducing a formal framework for semantic reference. We build on prior work by introducing two key concepts: reference contexts, which formalize the boundary conditions for identifier interpretation, and public models, which serve as curated, shared layers for anchoring reference. We define reference equality as the symmetric, transitive closure over typed proxy relations that link identifiers across these contexts. Finally, we demonstrate how this semantic infrastructure provides a foundational component for a new generation of industrial systems, including providing essential grounding for Large Language Model (LLM) workflows. This approach bridges the gap between human-readable descriptors and machine-readable identifiers, aligns with modern architectural principles like Data Mesh, and supports hybrid reasoning in industrial knowledge systems. © 2025 Copyright for this paper by its authors.","Mehmandarov, R.; Waaler, A.",2025,,CEUR Workshop Proceedings,Asset Management; Data Integration; Data Mesh; Engineering Systems; Identifier Management; Knowledge Graphs; Large Language Models; Reference Context; Semantic Integration; Software Interoperability,Conference paper,0,Scopus,R1
MetaSEMAP: Usability Evaluation for Metadata Annotation Across the Mapping Lifecycle,"Comprehensive and well-structured metadata annotation and documentation are essential for supporting the reuse and maintenance of declarative mappings throughout their lifecycle. This paper presents a usability evaluation of MetaSEMAP, a tool designed to facilitate the annotation of declarative mappings, including uplift mappings, ontology alignment, and interlinking. While MetaSEMAP and its underlying metadata model are still under active development, the focus of this work is on evaluating how users interact with the tool and interpret the metadata concepts it introduces. The evaluation investigates MetaSEMAP’s ability to support metadata annotation using real-world scenarios such as the Virtual Record Treasury of Ireland. Participants provided feedback on the tool’s usability and their preferences for metadata representation, including RDF-star and Named Graph. The results reveal both strengths and areas for improvement, offering valuable insights for the development of more effective mapping annotation tools. This work supports efforts to improve interoperability and sustainability in mapping practices, with alignment to FAIR principles as a longer-term goal. © 2025 Copyright for this paper by its authors.","Alzahrani, S.; O'Sullivan, D.",2025,,CEUR Workshop Proceedings,Declarative Mappings; FAIR Principles; Mapping Annotation; Mapping Lifecycle; Metadata Annotation; Named Graph; RDF-star; Usability,Conference paper,0,Scopus,R1
Towards Efficient Field Service Engineering for Powertrains via LLM-generated Knowledge Graphs,"A knowledge integration framework is presented for efficient field service engineering in the context of powertrains. The framework enables semantic integration of otherwise siloed data from different operations and maintenance system databases. Starting with an expert-curated and database schema-aligned ontology, and using LLMs, a knowledge graph is created from unstructured data sources. A comparison of two leading LLM-based approaches is provided for unstructured data integration in knowledge graphs, namely LangChain LLM Graph Transformer and Microsoft GraphRAG. We also suggest customizations for fine-tuning of the generation process. Besides efficient powertrain fault resolutions, potential applications include Root Cause Analysis (RCA), Failure Mode and Effects Analysis (FMEA), as well as prescriptive maintenance. © 2025 Copyright for this paper by its authors.","Juhlin, P.; Hussein, R.; Schoch, N.",2025,,CEUR Workshop Proceedings,field service engineering; FMEA; GraphRAG; LLM Graph Transformer; powertrain; prescriptive maintenance; RCA,Conference paper,0,Scopus,R1
Dynamic Pseudo-Labeling via Large Language Models for Robust Medical Image Segmentation,"In the field of medical image segmentation, the high cost of annotated data and the poor generalization performance of the model have always been problems that need to be solved urgently. In this study, we innovatively propose a cross-modal collaboration framework based on large language model (LLM), MedSegLLM, which aims to overcome the two major difficulties of weakly supervised learning and domain adaptation at the same time, and open up an efficient and interpretable new path for medical image analysis: 1) Cross-modal semantic alignment network: Through a unique mapping strategy, medical image features and accurate text descriptions generated by LLM are projected into the same semantic space, cleverly bridging the understanding gap between vision and language, and achieving deep semantic integration across modalities. 2) Dynamic pseudolabel generator: deeply excavate the powerful logical reasoning potential of LLM, intelligently generate high-credibility segmentation masks, provide an effective way to break the dilemma of a lack of annotated data, and the generation process has adaptive optimization capabilities. 3) Adaptive feature fusion module: According to the image differences generated by different medical devices, it intelligently integrates multi-source feature information, comprehensively improves the generalization and adaptability of models across devices and scenarios, and ensures the stability of clinical applications. MedSegLLM has been experimentally proven to perform well on BraTS (Brain Tumor Segmentation Benchmark), ISIC (Dermoscopy Image Dataset) and proprietary CT datasets. In particular, under the severe conditions of low annotation data rate (only 10%), the Dice coefficient is still as high as 0.91, which is significantly higher than that of traditional strongly supervised U-Net (0.85) and advanced TransUNet (0.88) (p<0.01}). The cross-device generalization error of the framework is reduced by 32% compared with the existing schemes, which fully demonstrates its adaptability and robustness in complex medical environments(The model can maintain stable and high-accuracy segmentation performance in complex conditions without significant drops due to environmental changes or data-quality issues). Even in low-resource hospitals (less than 10% of labeled data) and emergency diagnosis scenarios, it can still maintain high-precision output, which is of great clinical practical value. It will provide a strong boost for the inclusive development of global medical imaging technology, and is expected to accelerate the popularization of precision medicine in medical institutions at all levels. © 2025 IEEE.","Tang, Z.",2025,10.1109/icbase66587.2025.11181232,"2025 6th International Conference on Big Data and Artificial Intelligence and Software Engineering, ICBASE 2025",Cross-Modal Collaboration; Domain Adaptation; Large language model; Medical Image Segmentation; Pseudo Labeling,Conference paper,0,Scopus,R1
SEALM: Semantically Enriched Attributes with Language Models for Linkage Recommendation,"Matching attributes from different repositories is an important step in the process of schema integration to consolidate heterogeneous data silos. In order to recommend linkages between relevant attributes, a contextually rich representation of each attribute is quite essential, particularly when more than two database schemas are to be integrated. This paper introduces the SEALM approach to generate a data catalog of semantically rich attribute descriptions using Generative Language Models based on a new technique that employs six variations of available metadata information. Instead of using raw attribute metadata, we generate SEALM descriptions, which are used to recommend linkages with an unsupervised matching pipeline that involves a novel multi-source Blocking algorithm. Experiments on multiple schemas yield a 5% to 20% recall improvement in recommending linkages with SEALM-based attribute descriptions generated by the tiniest Llama3.1:8B model compared to existing techniques. With SEALM, we only need to process the small fraction of attributes to be integrated rather than exhaustively inspecting all combinations of potential linkages. © 2025 by Paper published under CC license (CC BY-NC-ND 4.0)","Traeger, L.; Behrend, A.; Karabatis, G.",2025,10.5220/0013217700003929,"International Conference on Enterprise Information Systems, ICEIS - Proceedings",Database Integration; Language Models; Schema Matching; Semantic Enrichment,Conference paper,0,Scopus,R1
Semantic-Driven Global-Local Fusion Transformer for Image Super-Resolution,"Image Super-Resolution (SR) has seen remarkable progress with the emergence of transformer-based architectures. However, due to the high computational cost, many existing transformer-based SR methods limit their attention to local windows, which hinders their ability to model long-range dependencies and global structures. To address these challenges, we propose a novel SR framework named Semantic-Driven Global-Local Fusion Transformer (SGLFT). The proposed model enhances the receptive field by combining a Hybrid Window Transformer (HWT) and a Scalable Transformer Module (STM) to jointly capture local textures and global context. To further strengthen the semantic consistency of reconstruction, we introduce a Semantic Extraction Module (SEM) that distills high-level semantic priors from the input. These semantic cues are adaptively integrated with visual features through an Adaptive Feature Fusion Semantic Integration Module (AFFSIM). Extensive experiments on standard benchmarks demonstrate the effectiveness of SGLFT in producing visually faithful and structurally consistent SR results. © 1992-2012 IEEE.","Zhang, K.; Cheng, Z.; He, X.; Li, J.; Gao, X.",2025,10.1109/tip.2025.3609106,IEEE Transactions on Image Processing,global-local feature fusion; semantic feature integration; Transformer-based SR,Article,0,Scopus,R1
PhenoQC: An integrated toolkit for quality control of phenotypic data in genomic research,"Background: Large-scale genomic research requires robust, consistent phenotypic datasets for meaningful genotype–phenotype correlations. However, diverse collection protocols, incomplete entries, and heterogeneous terminologies frequently compromise data quality and slows downstream analysis. Methodology: To address these issues, we present PhenoQC, a high-throughput, configuration-driven toolkit that unifies schema validation, ontology-based semantic alignment, and missing-data imputation in a single workflow. Its modular architecture leverages chunk-based parallelism to handle large datasets, while customizable schemas enforce structural and type constraints. PhenoQC applies user-defined and state-of-the-art machine learning-based imputation and performs multi-ontology mapping with fuzzy matching to harmonize phenotype text. It also quantifies potential imputation-induced distributional shifts by reporting standardized mean difference, variance ratio, and Kolmogorov–Smirnov statistics for numeric variables, and population stability index and Cramér's V for categorical variables, with user-configurable thresholds. The toolkit provides command-line and graphical interfaces for seamless integration into automated pipelines and interactive curation environments. Results: We benchmarked PhenoQC on synthetic datasets with up to 100,000 records and it demonstrated near-linear scalability and full recovery of artificially missing numeric values.Moreover, PhenoQC's ontology alignment achieved over 97% accuracy under textual corruption. Finally, using two real clinical datasets, PhenoQC successfully imputed missing values, enforced schema compliance, and flagged data anomalies without significant overhead. Conclusions: PhenoQC saves manual curation time and ensures consistent, analysis-ready phenotypic data through its streamlined system. Its adaptable design adjusts to evolving ontologies and domain-specific rules, empowering researchers to conduct more reliable studies. © 2025","Silva, J.M.; Oliveira, J.L.",2025,10.1016/j.imu.2025.101693,Informatics in Medicine Unlocked,Bioinformatics toolkit; Data validation; Ontology mapping; Phenotypic data; Quality control,Article,0,Scopus,R1
Cross-Lingual Semantic Integration: Enhancing Document Retrieval through Vector Space Models (VSM) and Machine Translation,"In this research, by combining machine translation with vector space models VSM for cross-lingual semantic integration this research offers a novel method for enhancing document retrieval especially in specialized fields like medical writings although they are good at identifying document similarities traditional VSMs sometimes have trouble effectively collecting semantic subtleties and pertinent terminology across languages we map multilingual materials into a single vector space by utilizing domain-specific machine translation which improves the ability to identify semantic links by removing language barriers and enhancing the retrieval of semantically related content this cross-lingual framework raises the standard of translations in specialized subjects when compared to conventional techniques our model exhibits notable gains in retrieval precision relevance and efficiency when tested on multilingual medical datasets with useful applications in cross-border data systems and multilingual knowledge management the suggested method provides a scalable framework for improving global documentation search and information retrieval. © 2025 IEEE.","Palit, A.; Singh, D.",2025,10.1109/mpseciceta64837.2025.11118705,"2025 IEEE International Conference on Emerging Technologies and Applications, MPSec ICETA 2025",BLEU Score; English-Hindi Translation; Machine Translation; Natural Language Processing; Support Vector Machine; TF-IDF; Word Translation Probabilities,Conference paper,0,Scopus,R1+R3
LLM Driven Smart Assistant for Data Mapping,"Data mapping is a crucial step during application migration and application integration. Data (model) mapping comprises”schema matching” to identify semantically equivalent fields between two schemas and”transformation logic”, a set of rules for converting data from one schema to another. In current industry practice, data mapping is largely manual, performed by domain experts. We present a data mapping solution powered by Large Language Models (LLMs), offering significant improvements in precision over state-of-the-art (SOTA) methods, along with multiple automation workflows that allow users to provide various input triggers (context) for inferring the mappings. We illustrate this contribution using several representative industrial datasets. © 2025 IEEE.","Bedagkar, A.; Mitra, S.; Medicherla, R.; Naik, R.; Pal, S.",2025,10.1109/icse-seip66354.2025.00022,IEEE/ACM International Conference on Software Engineering - Software Engineering in Practice,Data Migration; Data Transformation; Generative AI; Machine Learning; Sentence Embeddings,Conference paper,1,Scopus,R1
Analysis of Emerging Trends and Challenges in Multimodal Data,"The rapid development of multimodal data analysis has transformed fields, including social sciences, healthcare, and genetics. Multimodal techniques increase predictive accuracy, enable strong decision-making, and enhance tailored treatments by incorporating visuals, text, sensor outputs, and genomic sequences-many different data kinds. However, handling diverse, high-dimensional data presents significant difficulties in scalability, integration, and processing efficiency; hence, creative fusion methods and AI-driven models are quite necessary. With an eye on applications in neurodegenerative disease diagnosis, cancer detection, and precision medicine, this work investigates developing trends, approaches, and obstacles in multimodal data processing. With statistical and deep learning systems, including Convolutional Neural Networks (CNNs), Transformers, and Bayesian models, we cover fusion methodologies, including early/late integration, kernel-based alignment, and active subspace analysis. Unified data pipelines are shown in case studies of multimodal systems, including INSMA for ICU monitoring and SCALA for genetic profiling, to be rather useful. While it offers scalable infrastructure, interpretable artificial intelligence, and cost effective computational solutions, multimodal analysis constantly struggles with noise reduction, data harmonization, and cross-modal learning. Real-time multimodal integration, including social variables in disease prediction and translational bioinformatics, should be a top priority in future studies to increase clinical relevance and extend society's impact. © 2025 Bharati Vidyapeeth, New Delhi.","Shamim, M.; Faridi, A.R.; Masood, F.",2025,10.23919/indiacom66777.2025.11115680,"Proceedings of the 2025 12th International Conference on Computing for Sustainable Global Development, INDIACom 2025",Artificial Intelligence; deep learning; frameworks; healthcare; Multimodal,Conference paper,0,Scopus,R1
ONTO-ALIGN: AN ONTOLOGY-BASED FRAMEWORK FOR EVALUATING CURRICULUM ALIGNMENT WITH EDUCATIONAL STANDARDS IN COMPUTER SCIENCE,"Aim/Purpose This study develops an automated framework for evaluating computer science curriculum alignment with educational standards, addressing assessment challenges in rapidly evolving technical fields. Background Educational institutions struggle with time-consuming, subjective manual curriculum evaluation processes that are difficult to standardize, particularly when technological innovations frequently outpace curriculum updates. Methodology The ONTO-ALIGN framework employs three complementary matching techniques: direct matching (H1), semantic analysis using WordNet and similarity algorithms (H2), and approximate matching for related concepts. The system evaluates course descriptions against the standards of the Thai Qualifications Framework (TQF: HEd) and Computer Science Curricula 2023 (CS2023). Contribution This research provides the first comprehensive framework integrating multiple ontology linking techniques within a unified assessment system, bridging pedagogical theory with automated assessment technology for systematic curriculum evaluation. Findings Validation through five computer science courses demonstrates effectiveness in identifying alignment gaps, with 82.9% agreement with expert assessments. The multi-method strategy proved valuable: direct matching identified 40.9% of correspondences, semantic analysis captured 29.3%, and approximate matching detected 17.1% of alignments. Recommendations Educational institutions can implement multi-level curriculum assessments that for Practitioners consider both exact terminology matches and semantic relationships, enabling more frequent and systematic evaluations than traditional manual approaches. Recommendations Future research should explore the integration of machine learning with multi-for Researchers ple matching techniques for increased accuracy in evolving knowledge domains. Impact on Society By improving curriculum alignment with established standards, this framework enhances educational quality in computer science, leading to better-prepared graduates for an increasingly digital society. Future Research Integrating machine learning with multiple matching techniques for increased accuracy in evolving knowledge domains represents a key advancement opportunity. © 2025 Informing Science Institute. All rights reserved.","Namahoot, C.S.; Namahoot, K.S.; Nuntawong, C.; Sukma, N.",2025,10.28945/5600,"Interdisciplinary Journal of Information, Knowledge, and Management",computer science education; constructive alignment; curriculum evaluation; educational standards; ontology matching; semantic similarity,Article,0,Scopus,R1
Automated Data Harmonization in Clinical Research: Natural Language Processing Approach,"Background: Integrating data is essential for advancing clinical and epidemiological research. However, because datasets often describe variables (eg, demographic and health conditions) in diverse ways, the process of integrating and harmonizing variables from research studies remains a major bottleneck. Objective: The objective was to assess a natural language processing–based method to automate variable harmonization to achieve a scalable approach to integration of multiple datasets. Methods: We developed a fully connected neural network (FCN) method, enhanced with contrastive learning, using domain-specific embeddings from the Bidirectional Encoder Representations from Transformers for Biomedical Text Mining language representation model, using 3 cardiovascular datasets: the Atherosclerosis Risk in Communities study, the Framingham Heart Study, and the Multi-Ethnic Study of Atherosclerosis. We used metadata variable descriptions and curated harmonized concepts as ground truth. We framed the problem as a paired sentence classification task. The accuracy of this method was compared with a logistic regression baseline method. To assess the generalizability of the trained models, we also evaluated their performance by separating the 3 datasets when preparing the training and validation sets. Results: The newly developed FCN achieved a top-5 accuracy of 98.95% (95% CI 98.31%‐99.47%) and an area under the receiver operating characteristic (AUC) of 0.99 (95% CI 0.98‐0.99), outperforming the standard logistic regression model, which exhibited a top-5 accuracy of 22.23% (95% CI 19.91%‐24.87%) and an AUC of 0.82 (95% CI 0.81‐0.83). The contrastive learning enhancement also outperformed the logistic regression model, although slightly below the base FCN model, exhibiting a top-5 accuracy of 89.88% (95% CI 87.88%‐91.68%) and an AUC of 0.98 (95% CI 0.97‐0.98). Conclusions: This novel approach provides a scalable solution for harmonizing metadata across large-scale cohort studies. The proposed method significantly enhances the performance over the baseline method by using learned representations to categorize harmonized concepts more accurately for cohorts in cardiovascular disease and stroke. © Pratheek Mallya, Ricardo Henao, Chuan Hong, Daniel Wojdyla, Tony Schibler, Vihaan Manchanda, Michael Pencina, Jennifer Hall, Juan Zhao.","Mallya, P.; Henao, R.; Hong, C.; Wojdyla, D.; Schibler, T.; Manchanda, V.; Pencina, M.; Hall, J.; Zhao, J.",2025,10.2196/75608,JMIR Formative Research,cardiovascular research; harmonization; multi-cohort studies; natural language processing; neural networks,Article,0,Scopus,R1
LE-MSF: A Chinese Medical Named Entity Recognition Method Based on Lexicon Enhancement and Multi-semantic Fusion,"With the widespread adoption of Chinese electronic medical records (CEMR), named entity recognition (NER) has become essential for medical information processing. However, due to the complexity of the Chinese language and diverse medical terminology, existing NER methods often struggle with shallow lexical fusion, limited semantic integration, and ineffective graph structure construction. To address these challenges, we propose LE-MSF, a model based on Lexicon Enhancement and Multi-semantic Fusion. We construct a medical word embedding corpus and incorporate lexicon features into the lower layers of MC-BERT via a lexicon adapter. Part-of-Speech (POS) features, word segmentation boundary features, and radical features are fused through a graph learning algorithm to build a multi-semantic fusion graph, followed by node aggregation using Multi-layer GCN. Cross-gated Feature Fusion is applied to fuse different features, and final entity recognition is performed using Bidirectional Long Short-Term Memory (BiLSTM) and Conditional Random Field (CRF). Comparative ablation experiments on three publicly available benchmark datasets for CEMR show that the LE-MSF model achieves the best performance. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","Jiang, Y.; Huang, H.; Ding, Z.",2025,10.1007/978-981-95-0017-8_25,Communications in Computer and Information Science,CEMR; GNN; graph learning; lexicon; Multi-semantic; NER,Conference paper,0,Scopus,R1
IIFSDR: Intelligent Integration Framework for Scientific Document Recommendation,"There is a dire need for scientific document recommendation frameworks in the area of Web 3.0. This paper proposes a Web 3.0 compatible semantic-oriented learning how-to reasoning strategy that encompasses ontologies for scientific document recommendation. The proposed model encompasses ontologies using the dataset categories and improving the contextual terms of the dataset in Latent Dirichlet Allocation and ontology alignment using concept similarity with the metadata of the preprocessed query words, metadata generation with each of the aligned ontological entities, and is classified utilizing a powerful deep learning RNN classifier are some of the noble features of the proposed framework. We use the XGBoost classifier, a machine learning feature-controlled classifier to classify the dataset and Lion’s optimization computation using SemantoSim measure and concept similarity helps in standard strategic reasoning through semantic oriented measures and Lion’s optimization serves as a strong metaheuristic optimization paradigm to yield the indicated terms for recommending the scientific documents from the dataset. An overall precision percentage with the recall percentage and the false discovery rate has been attained and, the suggested framework is the best possible model when compared to all other baseline models. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Deepak, G.; Samavedhi, A.",2025,10.1007/978-3-031-78925-0_23,Lecture Notes in Networks and Systems,Document Recommendation; Ontology; Resource Description Framework (RDF); Semantics; Web 3.0,Conference paper,0,Scopus,R1+R2B
Construction of the CIM hierarchical classification semantic network based on multi-source heterogeneous data,"[Objective] The city information model (CIM) is a new city information synthesis that combines large amounts of information to guide the construction of urban organisms through the digital representation of urban objects. However, because of the complex application requirements and the imperfect theoretical system of CIM, the problems of a lack of semantic specification and a unified framework need to be addressed, and the development of CIM is difficult to effectively promote. To form a universal semantic standard, this study proposes the CIM classification semantic web to guide the construction of the CIM and govern the CIM data. [Methods] This study designs a CIM classification semantic tree via the line classification method based on various criteria, uses the robustly optimized bidirectional encoder representations from transformers pretraining approach (RoBERTa) model and a clustering algorithm to merge the synonyms of the same cluster, and adds new semantic knowledge to optimize the semantic tree. To further expand the application of CIM semantics, the city information model ontology (CIMO) is proposed based on the completed semantic tree and the Stanford seven-step method, which has six main classes and nine main property attributes. CIMO enables computers to process semantic information effectively. Moreover, given the multisource data feature within the CIM, this study aims to fully leverage semantic information derived from building information modeling and geographic information systems. This study designs a mapping relationship between CIMO and multisource heterogeneous data, which are composed of industry foundation classes and city geography markup language. The CIMO serves as a foundation for semantic analysis and the construction of knowledge graphs. This study proposes coding attributes as unique identifiers for management analysis, which improves the efficiency and accuracy of the CIM classification semantic net. The models of one primary school building and surrounding municipal facilities are selected as a case study to further evaluate the semantic-tree-based CIMO and knowledge graph data governance. [Results] Based on mapping rules, this model could well form a triplet formal knowledge graph, and the resulting web ontology language could be understood and processed by computers. The semantic analysis could be completed based on the semantic web rule language(SWRL), and the logic test could be completed by an inference machine. The CIM classification semantic web that passed the test could identify the relationships between the instances and the instance categories contained in the query class by level and classification, could operate and update the instance data to complete logical and point-to-point query and governance, and had excellent data governance performance and clear semantic logic. The triplet file of the knowledge graph was imported into the graph database for graph visualization and graph data storage, which is convenient for intuitive understanding and processing of the graph data. [Conclusions] The CIM classification semantic web proposed in this study can satisfy the construction of multiscenario, multiprecision, and multilevel CIM systems; can standardize the semantic expression of CIM; has good hierarchical logic and data processing functions; serves as a semantic standard, and integrates city-level and component-level data. The semantic web can provide guidance and a framework for the development of the CIM data governance platform and the modeling of city-level models and can promote the construction and development of the geometric and semantic integration of the CIM comprehensive system. © 2025, Tsinghua University. All rights reserved.","Xu, Z.; Guan, W.; Gan, Z.; Fang, Z.; Cai, W.",2025,10.16511/j.cnki.qhdxxb.2025.26.033,Qinghua Daxue Xuebao/Journal of Tsinghua University,city information mode; hierarchical classification; knowledge graph; multi-source heterogeneous data; ontology,Article,1,Scopus,R1
CSSDM Knowledge Graph to Enable Continuity of Care Data Interoperability,"The swift progress of digital technologies and recent global pandemic events have intensified the focus on leveraging these technologies to improve health care service delivery and workflow, particularly during crises. Action plans that consolidate existing digital transformation programs are being re-viewed to establish core infrastructure for sustainable health care solutions. For instance, reforming health and social care to personalize home care can reduce the need for treatment in overcrowded acute hospital settings, improving experiences and outcomes for both health care professionals and service users. In this data-driven field, tackling the interoperability challenge through standards-based roadmaps is essential for establishing seamless connections between health and social care services. This strategy ensures secure and reliable data exchange across various healthcare providers. In this paper, we propose a methodology for extracting, transforming, and loading data through a semi-automated process, utilizing the Common Semantic Standardized Data Model (CSSDM) to build personalized healthcare knowledge graphs (KGs). The CSSDM is based on the formal ontology of ISO 13940 ContSys and integrates FHIR-based specifications to support the structural attributes necessary for KG creation. We propose that the CSSDM facilitates data harmonization and linking, offering an alternative approach to interoperability. This approach promotes a novel form of collaboration between companies developing health information systems and cloud-enabled health services. Consequently, it provides multiple stakeholders with access to high-quality data and information sharing. © 2025 IEEE.","Das, S.; Naskar, D.; Rodríguez-González, S.; Hussey, P.",2025,10.1109/icsc64641.2025.00029,"Proceedings - IEEE International Conference on Semantic Computing, ICSC",Continuity of care; EHR; FHIR; Healthcare System; Interoperability; Knowledge Graph; Ontology,Conference paper,0,Scopus,R1
